"year", "month", "day", "organization_name","organization_title","broken_package_count","broken_resource_count","broken_resource_percent","package_count","broken_package_percent"
16, 02, 03, "wake-county","Wake County","1","1","0","135","0"
16, 02, 03, "wustl-edu","Washington University St Louis","59","155","51","60","98"
16, 02, 03, "wwhgd-nga-org","World Wide Human Geography Data Working Group","2","9","37","10","20"
16, 02, 03, "wvu-edu","WV GIS Technical Center","1","2","5","18","5"
16, 02, 04, "azgs-az-gov","Arizona Geological Survey","336","581","17","1588","21"
16, 02, 04, "usace-army-mil","Army Corps of Engineers, Department of the Army, Department of Defense","99","207","39","128","77"
16, 02, 04, "belle-baruch-sc-edu","Baruch Institute for Marine and Coastal Sciences, Univ of South Carolina","10","14","6","26","38"
16, 02, 04, "broadcasting-board-of-governors","Broadcasting Board of Governors","6","6","100","6","100"
16, 02, 04, "bie-doi-gov","Bureau of Indian Education, Department of the Interior","1","1","100","1","100"
16, 02, 04, "blm-gov","Bureau of Land Management, Department of the Interior","5","5","4","95","5"
16, 02, 04, "boem-gov","Bureau of Ocean Energy Management, Department of the Interior","1","1","0","62","1"
16, 02, 04, "resources-ca-gov","California Department of Resources","367","367","62","585","62"
16, 02, 04, "jpl-nasa-gov","California Institute of Technology, Jet Propulsion Laboratory","1","15","83","1","100"
16, 02, 04, "city-of-baltimore","City of Baltimore","1","1","0","316","0"
16, 02, 04, "city-of-baton-rouge","City of Baton Rouge","3","9","9","26","11"
16, 02, 04, "city-of-charlotte","City of Charlotte","1","1","0","57","1"
16, 02, 04, "city-of-chicago","City of Chicago","12","22","1","590","2"
16, 02, 04, "city-of-los-angeles","City of Los Angeles","7","9","0","336","2"
16, 02, 04, "city-of-new-york","City of New York","27","49","1","1211","2"
16, 02, 04, "city-of-san-francisco","City of San Francisco","5","11","1","387","1"
16, 02, 04, "city-of-seattle","City of Seattle","31","73","6","303","10"
16, 02, 04, "cook-county-of-illinois","Cook County of Illinois","7","10","0","366","1"
16, 02, 04, "cornell-edu","Cornell University ","107","301","13","1772","6"
16, 02, 04, "ceq-eop-gov","Council on Environmental Quality, Executive Office of the President","99","99","98","101","98"
16, 02, 04, "usda-gov","Department of Agriculture","10","10","0","626","1"
16, 02, 04, "doc-gov","Department of Commerce","38","38","0","1438","2"
16, 02, 04, "dod-gov","Department of Defense","138","146","37","378","36"
16, 02, 04, "ed-gov","Department of Education","15","37","4","238","6"
16, 02, 04, "doe-gov","Department of Energy","3","4","0","1152","0"
16, 02, 04, "dhs-gov","Department of Homeland Security","12","12","4","251","4"
16, 02, 04, "hud-gov","Department of Housing and Urban Development","13","13","6","174","7"
16, 02, 04, "doj-gov","Department of Justice","1","1","0","954","0"
16, 02, 04, "dol-gov","Department of Labor","30","31","5","374","8"
16, 02, 04, "state-gov","Department of State","3","4","0","109","2"
16, 02, 04, "treasury-gov","Department of the Treasury","8","8","2","237","3"
16, 02, 04, "dot-gov","Department of Transportation","171","176","5","3129","5"
16, 02, 04, "va-gov","Department of Veterans Affairs","2","2","0","1128","0"
16, 02, 04, "edac-unm-edu","Earth Data Analysis Center, University of New Mexico","886","2155","3","5375","16"
16, 02, 04, "eop-gov","Executive Office of the President","2","2","1","43","4"
16, 02, 04, "fcc-gov","Federal Communications Commission","2","2","16","12","16"
16, 02, 04, "fema-gov","Federal Emergency Management Agency, Department of Homeland Security","2413","12805","44","8371","28"
16, 02, 04, "ftc-gov","Federal Trade Commission","6","9","81","6","100"
16, 02, 04, "gsa-gov","General Services Administration","3","3","1","170","1"
16, 02, 04, "glc-org","Great Lakes Commission","60","297","69","86","69"
16, 02, 04, "isu-edu","Idaho State University","56","168","7","2076","2"
16, 02, 04, "imls-gov","Institute of Museum and Library Services","12","16","14","42","28"
16, 02, 04, "iastate-edu","Iowa State University GIS Support and Research Facility","19","20","4","165","11"
16, 02, 04, "kgs-ku-edu","Kansas Data Access and Support Center","31","32","9","165","18"
16, 02, 04, "lagic-lsu-edu","Louisiana Geographic Information Center","22","39","6","274","8"
16, 02, 04, "mspb-gov","Merit Systems Protection Board","3","3","100","3","100"
16, 02, 04, "mcc-gov","Millenium Challenge Corporation","3","6","0","111","2"
16, 02, 04, "montgomery-county-of-maryland","Montgomery County of Maryland","6","15","3","118","5"
16, 02, 04, "nasa-gov","National Aeronautics and Space Administration","806","806","2","31422","2"
16, 02, 04, "nara-gov","National Archives and Records Administration","1","1","1","63","1"
16, 02, 04, "nist-gov","National Institute of Standards and Technology, Department of Commerce","1","2","0","35","2"
16, 02, 04, "nlrb-gov","National Labor Relations Board","1","1","1","56","1"
16, 02, 04, "noaa-gov","National Oceanic and Atmospheric Administration, Department of Commerce","43","43","0","66938","0"
16, 02, 04, "nps-gov","National Park Service, Department of the Interior","1245","3277","12","6784","18"
16, 02, 04, "nsf-gov","National Science Foundation","5","5","3","143","3"
16, 02, 04, "nitrd-gov","Networking and Information Technology Research and Development, Executive Office of the President","4","4","5","58","6"
16, 02, 04, "gis-inventory-ramona-nsgic","NSGIC GIS Inventory (aka Ramona)","3908","4886","18","13988","27"
16, 02, 04, "nrc-gov","Nuclear Regulatory Commission","15","15","24","61","24"
16, 02, 04, "usa-net","Nuna Technologies","1","2","10","8","12"
16, 02, 04, "ornl-gov","Oak Ridge National Laboratory","12","45","22","77","15"
16, 02, 04, "oha-doi-gov","Office of Hearings and Appeals, Department of the Interior","1","1","100","1","100"
16, 02, 04, "onhir-gov","Office of Navajo and Hopi Indian Relocation","4","4","100","4","100"
16, 02, 04, "opm-gov","Office of Personnel Management","2","2","0","497","0"
16, 02, 04, "ostp-eop-gov","Office of Science and Technology Policy, Executive Office of the President","2","2","33","6","33"
16, 02, 04, "opic-gov","Overseas Private Investment Corporation","3","3","100","3","100"
16, 02, 04, "psmfc-org","Pacific States Marine Fisheries Commission","27","73","56","49","55"
16, 02, 04, "sss-gov","Selective Service System","9","9","100","9","100"
16, 02, 04, "state-of-alaska","State of Alaska","5","6","0","369","1"
16, 02, 04, "arkansas-gov","State of Arkansas","68","97","9","359","18"
16, 02, 04, "ca-gov","State of California","244","357","23","725","33"
16, 02, 04, "state-of-connecticut","State of Connecticut","13","39","2","324","4"
16, 02, 04, "state-of-hawaii","State of Hawaii","7","7","0","444","1"
16, 02, 04, "state-of-illinois","State of Illinois","7","7","0","589","1"
16, 02, 04, "state-of-maryland","State of Maryland","6","6","0","330","1"
16, 02, 04, "state-mn-us","State of Minnesota","15","15","6","211","7"
16, 02, 04, "state-of-missouri","State of Missouri","6","18","1","354","1"
16, 02, 04, "state-of-new-york","State of New York","19","56","2","509","3"
16, 02, 04, "nd-gov","State of North Dakota","32","47","4","237","13"
16, 02, 04, "state-of-oregon","State of Oregon","5","5","0","476","1"
16, 02, 04, "state-of-washington","State of Washington","1","1","0","310","0"
16, 02, 04, "un-org","United Nations Cartographic Section","8","8","2","135","5"
16, 02, 04, "university-of-arizona","University of Arizona","3","6","0","591","0"
16, 02, 04, "uidaho-edu","University of Idaho","104","165","15","400","26"
16, 02, 04, "unh-edu","University of New Hampshire","63","171","3","1827","3"
16, 02, 04, "edc-uri-edu","University of Rhode Island Geospatial Extension Program","5","12","13","21","23"
16, 02, 04, "census-gov","US Census Bureau, Department of Commerce","194","235","0","135046","0"
16, 02, 04, "cpsc-gov","US Consumer Product Safety Commission","1","1","14","7","14"
16, 02, 04, "hhs-gov","U.S. Department of Health & Human Services","106","139","3","1631","6"
16, 02, 04, "eeoc-gov","US Equal Employment Opportunity Commission","22","22","24","91","24"
16, 02, 04, "fws-gov","US Fish and Wildlife Service, Department of the Interior","1544","1585","5","25589","6"
16, 02, 04, "fs-fed-us","US Forest Service, Department of Agriculture","1","1","0","760","0"
16, 02, 04, "usgs-gov","U.S. Geological Survey, Department of the Interior","82162","116159","2","1561735","5"
16, 02, 04, "osc-gov","US Office of the Special Counsel","3","3","100","3","100"
16, 02, 04, "vcgi-org","Vermont Center for Geographic Information","171","263","24","231","74"
16, 02, 04, "deq-virginia-gov","Virginia Department of Environmental Quality","1","1","25","2","50"
16, 02, 04, "wake-county","Wake County","1","1","0","135","0"
16, 02, 04, "wustl-edu","Washington University St Louis","59","155","51","60","98"
16, 02, 04, "wwhgd-nga-org","World Wide Human Geography Data Working Group","2","9","37","10","20"
16, 02, 04, "wvu-edu","WV GIS Technical Center","1","2","5","18","5"
16, 02, 05, "azgs-az-gov","Arizona Geological Survey","336","581","17","1588","21"
16, 02, 05, "usace-army-mil","Army Corps of Engineers, Department of the Army, Department of Defense","99","207","39","128","77"
16, 02, 05, "belle-baruch-sc-edu","Baruch Institute for Marine and Coastal Sciences, Univ of South Carolina","10","14","6","26","38"
16, 02, 05, "broadcasting-board-of-governors","Broadcasting Board of Governors","6","6","100","6","100"
16, 02, 05, "bie-doi-gov","Bureau of Indian Education, Department of the Interior","1","1","100","1","100"
16, 02, 05, "blm-gov","Bureau of Land Management, Department of the Interior","5","5","4","95","5"
16, 02, 05, "boem-gov","Bureau of Ocean Energy Management, Department of the Interior","1","1","0","62","1"
16, 02, 05, "resources-ca-gov","California Department of Resources","367","367","62","585","62"
16, 02, 05, "jpl-nasa-gov","California Institute of Technology, Jet Propulsion Laboratory","1","15","83","1","100"
16, 02, 05, "city-of-baltimore","City of Baltimore","1","1","0","316","0"
16, 02, 05, "city-of-baton-rouge","City of Baton Rouge","3","9","9","26","11"
16, 02, 05, "city-of-charlotte","City of Charlotte","1","1","0","57","1"
16, 02, 05, "city-of-chicago","City of Chicago","12","22","1","590","2"
16, 02, 05, "city-of-los-angeles","City of Los Angeles","7","9","0","336","2"
16, 02, 05, "city-of-new-york","City of New York","27","49","1","1211","2"
16, 02, 05, "city-of-san-francisco","City of San Francisco","5","11","1","387","1"
16, 02, 05, "city-of-seattle","City of Seattle","31","73","6","303","10"
16, 02, 05, "cook-county-of-illinois","Cook County of Illinois","7","10","0","366","1"
16, 02, 05, "cornell-edu","Cornell University ","107","301","13","1772","6"
16, 02, 05, "ceq-eop-gov","Council on Environmental Quality, Executive Office of the President","99","99","98","101","98"
16, 02, 05, "usda-gov","Department of Agriculture","10","10","0","626","1"
16, 02, 05, "doc-gov","Department of Commerce","38","38","0","1438","2"
16, 02, 05, "dod-gov","Department of Defense","138","146","37","378","36"
16, 02, 05, "ed-gov","Department of Education","15","37","4","238","6"
16, 02, 05, "doe-gov","Department of Energy","3","4","0","1152","0"
16, 02, 05, "dhs-gov","Department of Homeland Security","12","12","4","251","4"
16, 02, 05, "hud-gov","Department of Housing and Urban Development","13","13","6","174","7"
16, 02, 05, "doj-gov","Department of Justice","1","1","0","954","0"
16, 02, 05, "dol-gov","Department of Labor","30","31","5","374","8"
16, 02, 05, "state-gov","Department of State","3","4","0","109","2"
16, 02, 05, "treasury-gov","Department of the Treasury","8","8","2","237","3"
16, 02, 05, "dot-gov","Department of Transportation","171","176","5","3129","5"
16, 02, 05, "va-gov","Department of Veterans Affairs","2","2","0","1128","0"
16, 02, 05, "edac-unm-edu","Earth Data Analysis Center, University of New Mexico","886","2155","3","5375","16"
16, 02, 05, "eop-gov","Executive Office of the President","2","2","1","43","4"
16, 02, 05, "fcc-gov","Federal Communications Commission","2","2","16","12","16"
16, 02, 05, "fema-gov","Federal Emergency Management Agency, Department of Homeland Security","2413","12805","44","8371","28"
16, 02, 05, "ftc-gov","Federal Trade Commission","6","9","81","6","100"
16, 02, 05, "gsa-gov","General Services Administration","3","3","1","170","1"
16, 02, 05, "glc-org","Great Lakes Commission","60","297","69","86","69"
16, 02, 05, "isu-edu","Idaho State University","56","168","7","2076","2"
16, 02, 05, "imls-gov","Institute of Museum and Library Services","12","16","14","42","28"
16, 02, 05, "iastate-edu","Iowa State University GIS Support and Research Facility","19","20","4","165","11"
16, 02, 05, "kgs-ku-edu","Kansas Data Access and Support Center","31","32","9","165","18"
16, 02, 05, "lagic-lsu-edu","Louisiana Geographic Information Center","22","39","6","274","8"
16, 02, 05, "mspb-gov","Merit Systems Protection Board","3","3","100","3","100"
16, 02, 05, "mcc-gov","Millenium Challenge Corporation","3","6","0","111","2"
16, 02, 05, "montgomery-county-of-maryland","Montgomery County of Maryland","6","15","3","118","5"
16, 02, 05, "nasa-gov","National Aeronautics and Space Administration","806","806","2","31422","2"
16, 02, 05, "nara-gov","National Archives and Records Administration","1","1","1","63","1"
16, 02, 05, "nist-gov","National Institute of Standards and Technology, Department of Commerce","1","2","0","35","2"
16, 02, 05, "nlrb-gov","National Labor Relations Board","1","1","1","56","1"
16, 02, 05, "noaa-gov","National Oceanic and Atmospheric Administration, Department of Commerce","43","43","0","66938","0"
16, 02, 05, "nps-gov","National Park Service, Department of the Interior","1245","3277","12","6784","18"
16, 02, 05, "nsf-gov","National Science Foundation","5","5","3","143","3"
16, 02, 05, "nitrd-gov","Networking and Information Technology Research and Development, Executive Office of the President","4","4","5","58","6"
16, 02, 05, "gis-inventory-ramona-nsgic","NSGIC GIS Inventory (aka Ramona)","3908","4886","18","13988","27"
16, 02, 05, "nrc-gov","Nuclear Regulatory Commission","15","15","24","61","24"
16, 02, 05, "usa-net","Nuna Technologies","1","2","10","8","12"
16, 02, 05, "ornl-gov","Oak Ridge National Laboratory","12","45","22","77","15"
